trial_id,config_id,k_margin,base_accuracy,steps,voting_correct,single_correct,total_samples,converged,elapsed_ms
18,k2_live,2,0,1,true,true,2,true,3654
19,k2_live,2,0,1,true,true,2,true,3549
20,k2_live,2,0,1,true,true,2,true,3526
21,k2_live,2,0,1,true,true,2,true,3313
22,k2_live,2,0,1,true,true,2,true,3540
23,k2_live,2,0,1,true,true,2,true,2926
24,k2_live,2,0,1,true,true,2,true,3255
25,k2_live,2,0,1,true,true,2,true,4402
26,k2_live,2,0,1,true,true,2,true,3585
27,k2_live,2,0,1,true,true,2,true,2725
28,k2_live,2,0,1,true,true,2,true,3066
29,k2_live,2,0,1,true,true,2,true,4170
30,k2_live,2,0,1,true,true,2,true,3510
31,k2_live,2,0,1,true,true,2,true,3473
32,k2_live,2,0,1,true,true,2,true,2730
33,k2_live,2,0,1,true,true,2,true,2969
34,k2_live,2,0,1,true,true,2,true,4258
35,k2_live,2,0,1,true,true,2,true,2878
36,k2_live,2,0,1,true,true,2,true,2982
37,k2_live,2,0,1,true,true,2,true,3736
38,k2_live,2,0,1,true,true,2,true,3075
39,k2_live,2,0,1,true,true,2,true,3205
40,k2_live,2,0,1,true,true,2,true,2932
41,k2_live,2,0,1,true,true,2,true,3865
42,k2_live,2,0,1,true,true,2,true,3459
43,k2_live,2,0,1,true,true,2,true,4329
44,k2_live,2,0,1,true,true,2,true,3316
45,k2_live,2,0,1,true,true,2,true,2933
46,k2_live,2,0,1,true,true,2,true,3956
47,k2_live,2,0,1,true,true,2,true,3568
48,k2_live,2,0,1,true,true,2,true,3452
49,k2_live,2,0,1,true,true,2,true,3435
50,k2_live,2,0,1,true,true,2,true,3710
51,k2_live,2,0,1,true,true,2,true,3048
52,k2_live,2,0,1,true,true,2,true,8286
53,k2_live,2,0,1,true,true,2,true,5084
54,k2_live,2,0,1,true,true,2,true,5114
55,k2_live,2,0,1,true,true,2,true,3768
56,k2_live,2,0,1,true,true,2,true,3586
57,k2_live,2,0,1,true,true,2,true,4336
58,k2_live,2,0,1,true,true,2,true,3915
59,k2_live,2,0,1,true,true,2,true,3567
60,k2_live,2,0,1,true,true,2,true,3300
61,k2_live,2,0,1,true,true,2,true,3040
62,k2_live,2,0,1,true,true,2,true,2849
63,k2_live,2,0,1,true,true,2,true,3033
64,k2_live,2,0,1,true,true,2,true,3626
65,k2_live,2,0,1,true,true,2,true,3741
66,k2_live,2,0,1,true,true,2,true,3355
67,k2_live,2,0,1,true,true,2,true,3611
68,k2_live,2,0,1,true,true,2,true,3705
69,k2_live,2,0,1,true,true,2,true,4889
70,k2_live,2,0,1,true,true,2,true,4431
71,k2_live,2,0,1,true,true,2,true,3760
72,k2_live,2,0,1,true,true,2,true,3138
73,k2_live,2,0,1,true,true,2,true,3245
74,k2_live,2,0,1,true,true,2,true,2726
75,k2_live,2,0,1,true,true,2,true,3454
76,k2_live,2,0,1,true,true,2,true,3484
77,k2_live,2,0,1,true,true,2,true,3792
